transaction_id,order_id,product_id,customer_id,employee_id,total_sales,quantity,discount
680,174,91,1635,67,25.46,4,0.12
681,120,73,245,13,194.25,7,0.21
682,165,89,355,33,417.38,10,0.46
683,108,3,519,34,200.52,7,0.32
684,54,46,1859,22,142.39,8,0.28
685,1,64,1143,73,58.29,4,0.17
686,180,33,317,51,52.16,6,0.19
687,143,44,593,20,85.11,6,0.29
688,20,80,199,14,205.71,10,0.03
689,36,90,1093,76,385.86,7,0.09
690,192,20,756,89,133.9,4,0.46
691,73,57,922,41,459.42,7,0.23
692,52,22,1500,70,85.68,8,0.04
693,43,99,218,25,174.77,9,0.12
694,78,54,1050,66,473.2,2,0.1
695,176,76,115,30,70.39,8,0.19
696,176,25,1602,10,452.52,8,0.09
697,136,44,1862,45,161.07,3,0.42
698,197,90,1947,82,253.34,4,0.49
699,63,18,1144,54,156.67,3,0.38
700,85,55,1076,95,252.23,1,0.05
701,165,64,60,61,416.45,3,0.21
702,31,48,1723,23,430.52,1,0.1
703,79,34,1435,48,252.52,1,0.2
704,86,64,486,25,190.79,8,0.13
705,93,79,229,30,168.75,1,0.29
706,39,71,139,71,73.99,6,0.06
707,81,87,1337,96,106.8,6,0.21
708,69,4,1896,92,115.81,3,0.17
709,85,50,298,14,458.73,6,0.03
710,41,70,756,61,120.16,8,0.17
711,57,53,1279,42,439.8,2,0.41
712,164,84,309,77,487.19,6,0.31
713,193,63,835,99,11.24,6,0.35
714,177,73,547,99,147.68,1,0.24
715,132,40,1847,100,391.37,8,0.45
716,139,88,1902,27,167.6,9,0.23
717,193,62,487,16,149.49,1,0.43
718,178,44,1114,30,492.46,8,0.06
719,3,57,1150,71,34.0,10,0.19
720,104,5,1050,53,258.13,10,0.2
721,129,57,772,9,112.84,2,0.42
722,124,77,259,99,487.53,1,0.05
723,55,36,1398,55,198.93,2,0.14
724,14,11,1939,39,51.07,7,0.18
725,173,15,1684,66,238.82,9,0.44
726,171,35,1751,41,240.5,8,0.22
727,174,72,201,51,202.17,6,0.42
728,121,21,1571,26,107.25,8,0.33
729,17,53,1612,23,390.28,1,0.18
730,11,22,1650,39,235.05,3,0.34
731,189,33,333,96,492.9,5,0.13
732,30,22,1263,17,73.86,9,0.35
733,18,11,833,50,128.31,4,0.03
734,82,89,541,15,455.97,1,0.13
735,125,26,1195,90,246.1,4,0.38
736,158,76,154,59,383.34,9,0.43
737,189,6,811,21,480.88,5,0.01
738,67,6,1563,9,30.11,5,0.27
739,94,46,544,10,107.21,7,0.19
740,156,40,246,12,157.95,2,0.47
741,124,4,946,9,149.94,5,0.46
742,66,99,337,68,186.84,9,0.02
743,130,22,1054,45,17.31,7,0.1
744,37,51,207,5,163.03,5,0.42
745,80,19,1559,37,300.75,7,0.03
746,69,20,693,36,150.26,5,0.22
747,29,61,653,97,201.46,7,0.05
748,3,16,553,57,268.15,8,0.07
749,152,22,1255,11,93.53,10,0.44
750,132,86,615,38,232.34,2,0.4
751,54,38,1187,97,213.52,9,0.12
752,112,36,813,82,129.92,1,0.33
753,110,50,1342,89,137.55,2,0.37
754,72,36,348,47,254.2,5,0.05
755,39,60,957,15,371.58,1,0.23
756,181,12,1864,54,470.5,2,0.08
757,112,27,1551,99,210.75,4,0.2
758,25,15,1884,71,269.86,7,0.19
759,86,43,73,77,223.84,4,0.19
760,96,3,1769,50,400.96,5,0.48
761,178,88,102,19,349.97,1,0.49
762,135,74,1706,5,278.66,10,0.22
763,72,98,1893,57,354.8,9,0.39
764,1,13,1137,85,294.22,3,0.07
765,104,15,1899,21,159.45,4,0.31
766,30,48,998,31,383.18,4,0.43
767,160,92,1469,64,31.19,9,0.45
768,96,3,1293,96,380.22,9,0.0
769,8,94,1383,42,190.2,8,0.38
770,146,90,1208,16,215.73,9,0.21
771,196,14,1266,3,399.0,7,0.09
772,198,31,1930,89,139.02,4,0.2
773,65,24,1117,37,395.6,1,0.09
774,10,21,1194,64,146.07,3,0.33
775,14,18,180,28,71.61,4,0.22
776,174,97,590,51,17.38,10,0.05
777,59,82,1958,73,381.82,4,0.2
778,184,87,914,33,472.56,8,0.36
779,19,73,1866,52,371.35,4,0.49
780,72,70,168,39,271.22,5,0.02
781,138,43,178,94,423.23,4,0.47
782,164,43,519,81,134.03,1,0.42
783,1,50,509,83,327.68,9,0.24
784,61,25,198,40,305.48,3,0.08
785,22,32,1512,83,285.37,3,0.47
786,77,5,303,74,270.15,4,0.08
787,71,12,391,72,74.09,3,0.33
788,43,69,1131,59,265.19,6,0.45
789,13,48,1892,32,355.35,8,0.34
790,175,74,1906,38,414.94,8,0.18
791,180,27,837,74,293.32,10,0.31
792,119,94,1356,78,267.52,4,0.4
793,192,30,1120,49,287.21,8,0.11
794,59,39,1391,72,453.65,5,0.18
795,110,23,1119,68,440.64,2,0.21
796,110,17,214,40,481.26,1,0.29
797,192,72,2,16,168.73,8,0.34
798,40,23,1464,97,170.84,1,0.33
799,183,3,1576,3,143.52,6,0.22
800,165,13,499,91,78.74,10,0.29
801,16,5,1736,74,402.19,10,0.24
802,143,97,1867,6,401.01,1,0.3
803,117,61,272,95,193.71,5,0.11
804,15,84,17,86,146.7,7,0.17
805,166,37,566,51,250.72,5,0.03
806,77,11,1482,92,429.54,10,0.45
807,134,13,1691,72,292.04,4,0.08
808,169,67,497,34,445.46,6,0.12
809,193,17,812,27,206.83,3,0.24
810,70,36,1673,93,348.81,1,0.24
811,3,10,773,88,489.86,5,0.42
812,72,4,1249,97,259.65,1,0.02
813,5,91,76,7,313.97,6,0.48
814,189,27,609,60,376.98,1,0.14
815,133,18,369,27,439.03,8,0.04
816,165,1,201,21,411.53,3,0.04
817,79,98,301,23,160.65,1,0.19
818,64,2,334,25,489.84,5,0.5
819,81,55,1582,34,363.91,4,0.49
820,150,62,602,27,421.94,1,0.4
821,85,2,1832,65,56.38,6,0.2
822,76,11,1083,92,454.4,6,0.45
823,104,93,1042,40,223.47,5,0.4
824,148,38,1695,12,498.55,6,0.31
825,3,92,1603,46,58.71,2,0.12
826,177,8,1757,42,381.67,2,0.08
827,136,17,1338,62,178.88,3,0.48
828,78,10,746,6,332.72,8,0.4
829,30,91,1953,100,225.04,2,0.11
830,129,25,300,93,285.87,8,0.11
831,104,96,558,31,123.96,9,0.25
832,64,42,643,65,51.2,6,0.3
833,30,42,157,55,176.46,4,0.02
834,200,22,10,84,117.88,6,0.11
835,183,1,1252,81,163.01,9,0.08
836,153,21,1860,56,75.42,10,0.36
837,166,14,616,72,339.76,10,0.02
838,140,49,1295,81,57.57,5,0.28
839,56,65,1409,50,261.0,4,0.47
840,197,19,547,99,352.18,2,0.17
841,43,11,38,100,199.34,10,0.34
842,85,42,377,22,134.47,1,0.12
843,69,92,784,83,13.14,3,0.15
844,92,6,1929,70,270.39,2,0.04
845,27,13,1509,38,466.3,10,0.32
846,189,97,1912,22,166.79,6,0.34
847,39,68,1559,54,271.19,3,0.4
848,84,7,1387,68,197.29,4,0.34
849,84,98,1480,99,365.2,5,0.11
850,32,99,1419,1,234.12,10,0.37
851,88,46,1435,74,24.85,3,0.35
852,172,62,1457,41,311.66,3,0.04
853,51,75,444,40,292.93,2,0.38
854,91,21,1123,93,332.15,10,0.41
855,51,12,1718,65,174.56,6,0.26
856,97,19,1342,63,58.91,3,0.18
857,161,37,536,71,135.24,7,0.26
858,173,60,716,97,93.11,5,0.19
859,11,32,1563,72,223.14,7,0.44
860,145,9,564,33,53.96,6,0.03
861,120,23,983,27,125.17,10,0.38
862,196,11,1231,43,136.01,10,0.07
863,72,58,790,76,270.49,2,0.38
864,97,24,1836,61,95.55,7,0.0
865,154,54,1049,53,336.22,10,0.1
866,140,34,202,80,400.52,6,0.04
867,187,91,179,29,419.91,1,0.22
868,45,67,716,19,193.94,7,0.04
869,169,27,1987,58,33.78,4,0.36
870,79,68,1397,93,472.97,9,0.2
871,46,56,212,80,287.75,10,0.43
872,132,36,1113,14,343.88,3,0.14
873,90,77,1205,53,371.64,4,0.2
874,139,3,915,68,72.42,5,0.16
875,193,25,706,88,72.74,2,0.13
876,61,3,1765,86,328.53,6,0.29
877,99,54,1302,51,345.04,7,0.17
878,85,27,1134,85,51.78,5,0.42
879,59,74,1469,29,381.02,1,0.45
880,189,10,302,5,278.35,6,0.43
881,31,100,1086,58,275.43,10,0.17
882,173,82,457,82,174.21,1,0.14
883,51,56,522,45,317.16,1,0.48
884,52,3,34,66,328.08,7,0.34
885,189,7,1977,10,370.36,4,0.45
886,34,67,887,77,286.71,5,0.27
887,28,35,1860,89,73.29,10,0.24
888,10,31,1968,53,239.24,3,0.48
889,171,68,1278,43,177.89,7,0.2
890,26,10,1998,52,58.86,5,0.43
891,53,15,464,36,332.6,4,0.23
892,192,32,82,83,228.89,8,0.26
893,87,82,1552,69,129.64,9,0.2
894,39,74,1164,84,353.0,5,0.08
895,103,17,969,86,364.32,7,0.41
896,196,92,1196,34,487.76,10,0.26
897,183,86,1671,2,348.59,7,0.28
898,113,87,1871,63,226.91,2,0.39
899,100,79,1281,43,308.57,1,0.23
900,127,89,1981,45,206.49,3,0.08
901,128,78,1380,74,364.51,5,0.48
902,104,22,916,25,132.68,5,0.19
903,130,7,1508,86,308.08,2,0.5
904,83,88,1805,10,97.73,7,0.27
905,116,16,255,49,333.17,1,0.39
906,33,61,1561,59,341.58,10,0.18
907,150,10,505,6,43.02,8,0.32
908,95,11,1233,71,350.56,5,0.24
909,163,96,1319,6,400.24,8,0.11
910,195,10,1908,60,418.15,5,0.28
911,87,7,1304,78,209.57,3,0.34
912,71,11,266,91,343.63,6,0.45
913,59,34,1713,79,80.34,8,0.16
914,12,71,1586,27,312.96,10,0.47
915,38,22,1108,70,472.84,4,0.08
916,184,43,61,72,331.15,6,0.27
917,85,31,796,32,259.28,8,0.36
918,72,69,1209,11,244.03,9,0.09
919,71,100,1127,53,47.59,4,0.47
920,24,46,1054,33,375.58,1,0.43
921,148,89,1957,83,411.91,4,0.05
922,106,24,1513,21,119.34,9,0.26
923,118,11,1082,65,390.55,9,0.23
924,98,77,1271,96,204.67,7,0.08
925,63,32,185,53,484.98,5,0.26
926,157,29,229,50,359.21,9,0.11
927,152,48,1011,83,79.28,6,0.14
928,40,63,393,62,361.84,7,0.18
929,161,94,218,80,325.54,6,0.14
930,139,80,1055,49,272.8,2,0.35
931,45,99,652,68,149.81,5,0.03
932,162,32,1513,76,74.29,10,0.21
933,179,99,1426,26,196.77,2,0.04
934,33,36,1403,67,251.06,1,0.03
935,39,26,167,8,215.25,2,0.24
936,156,43,1862,82,330.46,9,0.12
937,43,11,1568,19,398.29,7,0.4
938,22,90,1163,49,430.06,9,0.23
939,52,64,358,57,180.1,5,0.21
940,167,62,802,29,332.81,5,0.1
941,53,68,1291,72,87.59,10,0.21
942,36,90,1741,70,441.26,5,0.16
943,115,29,866,87,494.49,8,0.03
944,181,4,1807,20,473.42,4,0.15
945,106,31,872,67,101.74,7,0.4
946,2,99,1417,82,224.39,3,0.21
947,149,65,523,94,318.27,1,0.01
948,57,96,1106,92,226.6,10,0.33
949,44,67,1346,91,339.47,3,0.08
950,194,35,1264,76,404.48,7,0.24
951,11,99,443,2,207.15,8,0.42
952,187,90,1314,33,18.09,10,0.04
953,113,2,1064,69,293.28,9,0.16
954,124,16,925,42,239.57,4,0.33
955,122,33,721,30,324.63,5,0.07
956,154,88,1137,34,462.91,4,0.03
957,55,54,1485,52,184.63,4,0.36
958,132,78,1841,97,499.08,3,0.03
959,10,32,1680,53,311.4,2,0.0
960,51,8,1323,72,317.2,7,0.4
961,145,62,1902,81,77.32,9,0.25
962,186,93,1581,36,346.09,5,0.37
963,163,17,566,50,91.11,3,0.28
964,69,82,351,52,108.93,2,0.1
965,142,18,929,45,16.74,8,0.17
966,189,19,1970,18,439.31,9,0.41
967,135,6,1475,31,40.29,9,0.26
968,157,49,1599,68,199.09,5,0.1
969,167,14,1114,92,101.1,10,0.28
970,194,93,1393,12,117.72,1,0.46
971,157,26,1568,14,457.25,9,0.13
972,156,13,439,100,96.81,1,0.3
973,105,47,1613,41,442.94,5,0.09
974,6,64,551,49,268.11,1,0.2
975,92,42,1244,54,150.76,2,0.16
976,42,54,1826,51,317.11,5,0.23
977,151,87,1434,5,261.51,2,0.45
978,148,74,1005,69,393.98,8,0.45
979,113,43,1129,91,333.39,5,0.41
980,46,54,1213,60,84.79,8,0.13
981,146,41,1834,69,371.09,3,0.11
982,17,17,1546,58,113.35,10,0.36
983,167,93,84,81,185.23,3,0.02
984,67,42,924,49,445.33,2,0.21
985,42,41,264,51,122.7,4,0.06
986,142,97,939,98,388.58,5,0.22
987,96,49,1230,14,262.88,7,0.4
988,56,90,480,79,119.95,2,0.1
989,3,78,1507,6,471.23,6,0.47
990,158,26,379,31,434.43,2,0.01
991,17,1,597,57,64.06,4,0.15
992,69,87,398,32,93.31,3,0.25
993,15,20,403,80,245.94,8,0.36
994,58,24,312,24,243.71,8,0.46
995,142,5,211,78,83.44,3,0.27
996,50,57,1205,14,301.47,9,0.36
997,57,22,1227,57,308.73,6,0.42
998,95,70,1969,67,336.57,4,0.27
999,112,99,1515,49,114.57,9,0.29
1000,190,91,1190,32,206.06,6,0.01
1001,162,35,70,97,323.44,3,0.24
1002,149,81,1506,5,277.3,7,0.4
1003,129,25,1903,95,122.74,2,0.43
1004,23,4,1446,98,71.06,1,0.33
1005,156,29,1665,37,162.39,5,0.14
1006,29,27,1434,96,248.02,7,0.04
1007,189,85,1666,65,218.8,6,0.13
1008,146,41,1552,96,21.53,9,0.16
1009,161,3,344,75,446.09,2,0.06
1010,118,36,1015,76,140.48,8,0.38
1011,170,45,164,19,26.66,3,0.17
1012,138,98,82,67,395.97,8,0.09
1013,64,74,1831,73,328.27,8,0.23
1014,82,65,327,32,83.68,3,0.14
1015,56,19,398,38,205.13,9,0.45
1016,36,20,795,29,14.92,10,0.32
1017,184,82,99,56,381.69,3,0.35
1018,185,76,1646,32,102.99,10,0.19
1019,176,55,1556,15,484.77,8,0.45
1020,183,42,230,33,430.0,4,0.13
1021,63,75,190,8,302.05,10,0.48
1022,170,65,539,13,13.36,5,0.42
1023,156,91,833,41,231.73,8,0.35
1024,16,62,180,66,159.48,1,0.17
1025,169,34,1140,92,56.89,9,0.4
1026,110,23,641,21,399.32,10,0.32
1027,190,47,289,100,253.78,2,0.31
1028,70,67,928,62,284.81,8,0.17
1029,50,12,402,4,101.75,7,0.46
1030,15,29,624,59,193.83,2,0.22
1031,93,48,1106,11,29.13,3,0.27
1032,18,54,159,19,333.51,6,0.29
1033,42,21,1647,69,110.65,7,0.15
1034,94,62,309,91,286.7,7,0.31
1035,192,4,1101,21,388.74,1,0.12
1036,132,97,1518,28,362.8,6,0.45
1037,64,23,746,40,470.83,10,0.33
1038,168,1,376,92,150.87,10,0.29
1039,44,82,510,32,309.28,4,0.45
1040,68,12,391,2,402.41,4,0.08
1041,91,52,1035,13,454.35,7,0.1
1042,53,64,1881,2,418.24,5,0.1
1043,59,2,656,28,490.35,4,0.32
1044,42,13,1543,71,22.45,7,0.13
1045,137,50,320,6,23.56,4,0.31
1046,16,96,1600,55,410.47,4,0.24
1047,141,51,2,91,69.22,9,0.24
1048,120,88,1131,77,331.01,9,0.41
1049,191,44,586,65,294.28,4,0.42
1050,153,91,1038,81,291.3,8,0.09
1051,96,1,850,4,91.32,8,0.08
1052,200,26,69,53,311.52,3,0.08
1053,149,40,1941,52,59.11,10,0.15
1054,197,89,1097,15,278.46,8,0.43
1055,23,52,1971,55,395.96,10,0.3
1056,9,2,1102,48,85.39,3,0.29
1057,72,78,839,4,337.89,5,0.3
1058,168,49,1278,39,91.13,10,0.44
1059,130,48,730,49,143.29,1,0.45
1060,128,1,408,57,485.7,4,0.5
1061,109,8,1664,4,75.57,3,0.3
1062,148,52,1959,52,196.33,7,0.38
1063,53,62,462,2,482.8,2,0.02
1064,57,12,1583,55,73.06,9,0.06
1065,21,84,1804,4,119.0,2,0.12
1066,59,87,23,26,239.25,6,0.1
1067,31,85,1290,51,98.98,7,0.36
1068,22,16,147,84,433.98,1,0.19
1069,156,98,809,14,179.0,4,0.26
1070,44,59,1854,26,223.15,6,0.35
1071,25,57,1778,1,411.01,10,0.46
1072,54,92,1525,73,440.7,9,0.4
1073,126,17,1209,55,184.98,2,0.1
1074,70,6,685,61,490.21,7,0.32
1075,198,8,481,35,413.53,2,0.33
1076,132,16,1835,75,215.94,4,0.41
1077,177,49,1007,73,464.84,1,0.22
1078,106,63,217,92,281.75,7,0.22
1079,82,11,1605,28,416.77,8,0.31
1080,90,10,581,90,233.25,9,0.27
1081,140,46,644,77,298.26,2,0.09
1082,187,46,1198,47,441.34,5,0.35
1083,91,67,656,12,439.31,2,0.23
1084,29,54,1160,5,225.61,8,0.26
1085,8,37,1344,20,311.34,1,0.12
1086,148,27,598,87,30.51,4,0.13
1087,114,43,318,24,361.77,1,0.48
1088,69,74,663,60,17.73,9,0.22
1089,13,21,325,15,147.47,6,0.18
1090,33,95,171,4,366.17,1,0.01
1091,94,8,948,35,94.21,4,0.19
1092,164,99,1484,52,117.52,10,0.13
1093,62,5,1260,80,25.2,9,0.34
1094,133,88,1595,64,11.4,10,0.4
1095,72,100,1036,20,473.54,9,0.36
1096,96,10,758,74,456.14,9,0.32
1097,179,72,1128,59,33.35,2,0.32
1098,131,16,1327,70,463.75,2,0.2
1099,152,73,518,79,123.26,6,0.47
1100,200,94,1227,52,422.06,10,0.32
1101,121,76,276,90,401.16,10,0.04
1102,34,13,1951,27,161.31,1,0.33
1103,114,49,123,50,171.1,6,0.4
1104,47,8,1328,37,202.16,6,0.25
1105,23,35,882,61,470.67,1,0.09
1106,68,20,205,74,317.88,10,0.38
1107,60,55,365,82,100.54,1,0.44
1108,138,43,1534,9,142.9,7,0.09
1109,58,68,562,43,455.67,5,0.42
1110,41,77,376,30,231.93,8,0.49
1111,14,2,1340,29,381.12,9,0.25
1112,64,65,1350,63,368.26,10,0.11
1113,158,49,374,89,349.92,4,0.1
1114,3,59,664,19,476.36,5,0.03
1115,187,57,363,68,217.34,4,0.2
1116,190,38,1778,6,103.14,5,0.23
1117,77,12,468,36,206.35,7,0.07
1118,188,65,125,34,167.37,8,0.17
1119,151,68,1179,13,276.66,4,0.36
1120,169,25,1071,65,107.81,2,0.11
1121,132,58,518,13,137.04,8,0.49
1122,64,15,1978,64,208.93,2,0.35
1123,54,55,562,29,329.47,7,0.36
1124,63,45,1652,18,407.49,6,0.14
1125,187,31,1468,59,119.12,10,0.46
1126,170,94,1325,8,48.3,7,0.46
1127,161,52,1164,43,438.28,10,0.39
1128,179,6,728,65,217.06,10,0.24
1129,152,68,1853,44,12.39,1,0.32
1130,127,10,188,44,65.59,9,0.27
1131,57,85,779,44,306.13,6,0.32
1132,21,27,4,12,224.67,10,0.32
1133,189,61,603,45,156.48,6,0.3
1134,128,54,1569,15,164.06,3,0.26
1135,170,12,625,95,405.6,2,0.5
1136,42,75,1716,30,372.21,1,0.37
1137,98,17,587,98,153.28,2,0.21
1138,164,34,1756,20,426.18,4,0.22
1139,64,24,1130,49,310.22,5,0.41
1140,151,76,247,13,186.44,1,0.5
1141,156,20,863,4,93.75,2,0.05
1142,187,84,1060,40,247.68,4,0.32
1143,111,73,620,98,397.6,5,0.25
1144,22,54,855,48,382.72,7,0.3
1145,155,40,1155,68,442.29,5,0.36
1146,103,73,1563,18,50.5,7,0.09
1147,99,28,426,27,143.67,7,0.06
1148,41,61,1076,48,112.86,9,0.12
1149,21,36,533,82,424.26,3,0.16
1150,142,20,1197,40,156.32,10,0.42
1151,34,33,578,70,335.69,2,0.2
1152,148,66,862,59,404.84,10,0.38
1153,104,46,400,44,64.1,6,0.05
1154,83,26,1082,87,443.1,2,0.46
1155,145,36,1964,78,417.5,9,0.06
1156,64,57,831,10,252.4,8,0.48
1157,159,27,1034,60,340.17,2,0.32
1158,63,47,1737,82,409.67,4,0.23
1159,6,26,1207,25,496.45,3,0.28
1160,112,41,1818,62,304.25,9,0.13
1161,153,55,295,56,367.25,7,0.27
1162,84,94,331,74,393.57,3,0.44
1163,2,35,542,16,133.87,9,0.34
1164,148,43,1452,30,446.93,2,0.39
1165,109,76,1675,8,422.69,10,0.32
1166,113,63,31,85,332.7,5,0.17
1167,12,7,1134,61,149.01,1,0.37
1168,37,8,1646,58,432.57,5,0.46
1169,75,32,1483,22,198.53,1,0.16
1170,15,4,1187,36,287.77,10,0.43
1171,22,84,1553,94,483.11,6,0.14
1172,109,38,1896,31,337.24,5,0.13
1173,88,35,619,40,455.64,6,0.11
1174,89,54,1999,73,53.3,8,0.37
1175,109,74,1158,67,14.19,10,0.2
1176,124,42,819,69,498.43,1,0.16
1177,181,49,862,17,217.28,2,0.39
1178,81,8,1775,84,112.24,4,0.22
1179,67,75,1027,86,472.58,4,0.22
1180,49,100,24,82,275.27,6,0.14
1181,45,94,801,35,78.34,5,0.03
1182,49,31,362,90,286.08,4,0.4
1183,119,26,136,18,170.33,9,0.27
1184,15,87,1005,82,304.41,2,0.08
1185,23,39,1583,65,195.96,5,0.37
1186,30,32,1152,32,95.96,5,0.12
1187,34,28,255,81,450.86,1,0.09
1188,154,53,1197,22,78.39,10,0.3
1189,32,61,637,18,175.67,4,0.13
1190,56,83,92,35,467.92,8,0.16
1191,101,88,690,25,219.57,7,0.15
1192,2,99,17,9,53.79,9,0.14
1193,124,99,260,34,135.96,5,0.37
1194,7,3,1416,27,103.54,5,0.02
1195,6,85,416,1,21.03,9,0.47
1196,55,24,1552,58,18.49,10,0.09
1197,42,77,1111,7,232.86,4,0.39
1198,165,92,1575,70,466.44,6,0.34
1199,115,27,1746,21,272.46,2,0.29
1200,94,36,657,88,304.64,1,0.29
1201,69,61,280,76,73.64,3,0.16
1202,154,81,784,85,102.61,1,0.04
1203,156,98,1026,96,275.65,6,0.05
1204,91,45,970,49,255.3,9,0.49
1205,188,75,955,16,63.6,4,0.07
1206,14,29,603,16,485.25,3,0.05
1207,119,5,725,24,82.23,7,0.29
1208,122,43,1987,89,394.65,5,0.08
1209,54,13,1562,17,464.01,3,0.22
1210,14,18,1246,5,261.04,8,0.18
1211,184,96,652,18,252.45,5,0.24
1212,119,71,1030,91,109.44,4,0.27
1213,116,20,1338,40,415.41,8,0.37
1214,100,65,58,64,440.92,9,0.36
1215,129,54,863,97,312.29,10,0.03
1216,114,86,298,1,408.77,3,0.07
1217,101,100,1161,72,336.11,3,0.26
1218,189,85,1389,16,245.8,5,0.12
1219,187,12,1583,21,30.72,5,0.41
1220,149,73,1333,10,129.57,7,0.32
1221,41,28,220,63,415.18,1,0.07
1222,174,45,1511,4,64.41,2,0.18
1223,75,93,1314,34,178.36,4,0.34
1224,70,10,1106,6,215.55,4,0.37
1225,180,89,1328,58,337.88,3,0.31
1226,111,97,849,31,184.91,6,0.1
1227,198,88,816,18,225.75,4,0.25
1228,2,32,1033,46,77.29,4,0.06
1229,58,50,28,45,206.3,1,0.14
1230,183,27,253,17,128.26,7,0.46
1231,101,80,298,49,24.14,8,0.02
1232,149,21,1654,82,392.28,4,0.1
1233,119,38,535,2,426.23,10,0.26
1234,152,8,1713,31,199.17,7,0.27
1235,158,72,784,63,276.77,5,0.4
1236,195,37,1801,100,72.8,10,0.5
1237,86,67,1832,70,259.21,7,0.1
1238,55,54,586,55,325.77,2,0.3
1239,75,76,1583,39,441.83,7,0.36
1240,59,5,1109,75,306.25,6,0.45
1241,128,17,43,99,163.36,10,0.34
1242,56,83,745,29,272.12,2,0.42
1243,96,64,1941,17,141.33,1,0.49
1244,150,86,1976,52,187.35,8,0.47
1245,200,88,1345,91,434.47,4,0.21
1246,92,24,234,86,194.11,6,0.13
1247,101,73,1438,40,320.74,5,0.47
1248,64,61,305,97,205.95,10,0.04
1249,12,92,242,97,187.34,8,0.22
1250,77,62,1149,58,200.32,7,0.32
1251,93,61,1712,60,198.63,1,0.48
1252,192,16,626,13,446.58,7,0.37
1253,52,4,1331,4,299.09,6,0.24
1254,64,53,1239,26,235.08,2,0.47
1255,79,67,716,77,85.72,7,0.26
1256,109,61,1555,57,435.13,6,0.39
1257,59,74,425,29,256.56,2,0.43
1258,193,91,844,25,94.95,7,0.12
1259,113,73,1391,89,196.19,10,0.04
1260,18,11,1212,17,353.52,8,0.32
1261,130,20,1997,74,52.97,4,0.06
1262,11,47,1072,94,348.38,8,0.1
1263,94,91,1994,49,347.92,4,0.34
1264,168,91,1876,80,366.52,6,0.03
1265,191,28,119,48,358.69,9,0.48
1266,50,65,672,48,97.95,1,0.15
1267,151,50,1402,11,347.69,8,0.31
1268,163,32,944,50,116.87,10,0.22
1269,18,6,228,46,114.12,6,0.14
1270,171,79,217,92,195.5,5,0.27
1271,72,51,1490,78,464.77,7,0.44
1272,83,18,1936,40,472.11,9,0.39
1273,131,36,227,40,199.98,6,0.11
1274,88,61,922,31,437.57,10,0.42
1275,44,7,1211,4,297.39,10,0.3
1276,153,88,219,8,459.5,7,0.3
1277,108,56,1727,23,447.97,8,0.35
1278,103,23,93,63,446.16,8,0.06
1279,109,74,1787,39,370.1,4,0.24
1280,27,93,180,3,423.54,5,0.0
1281,36,52,787,69,81.15,2,0.26
1282,62,10,1724,15,129.86,7,0.37
1283,113,52,1919,56,172.89,6,0.49
1284,24,73,1468,83,339.24,9,0.25
1285,166,8,978,85,230.79,2,0.12
1286,183,89,1726,4,40.74,7,0.18
1287,74,84,1078,25,481.02,9,0.46
1288,57,58,357,52,205.15,8,0.4
1289,196,79,116,99,137.63,8,0.14
1290,52,85,1806,31,316.48,6,0.33
1291,199,20,384,21,295.92,10,0.36
1292,48,18,887,36,171.96,8,0.26
1293,37,54,49,79,255.6,9,0.02
1294,20,93,50,10,161.21,4,0.15
1295,176,75,1424,52,52.51,10,0.36
1296,139,98,1499,9,141.61,1,0.19
1297,88,3,1888,11,305.54,9,0.15
1298,174,9,552,24,209.62,10,0.01
1299,159,39,1213,48,471.72,1,0.05
1300,110,15,1126,31,481.67,8,0.18
1301,39,18,852,73,81.41,2,0.11
1302,32,32,1606,14,372.62,6,0.28
1303,122,35,176,74,219.02,1,0.32
1304,134,8,1872,75,406.82,7,0.22
1305,33,90,1689,29,485.88,3,0.49
1306,188,70,632,64,375.29,9,0.01
1307,82,30,1956,4,79.39,1,0.09
1308,197,86,881,75,117.0,6,0.08
1309,197,44,1900,27,115.21,8,0.47
1310,44,78,1487,48,34.43,4,0.22
1311,138,32,736,58,269.68,4,0.02
1312,87,36,1922,81,498.87,1,0.17
1313,135,10,369,19,206.61,9,0.12
1314,6,88,744,52,329.82,1,0.2
1315,78,61,207,51,13.23,10,0.47
1316,43,49,588,56,314.84,9,0.27
1317,39,87,534,48,490.39,10,0.05
1318,104,73,1997,75,162.54,5,0.06
1319,44,86,718,9,458.82,2,0.42
1320,177,81,1081,94,445.0,5,0.05
1321,77,35,1821,52,394.52,2,0.26
1322,30,92,754,41,265.29,7,0.37
1323,100,63,1039,46,484.95,9,0.44
1324,190,40,1128,57,264.96,5,0.13
1325,84,9,301,79,242.43,7,0.33
1326,39,16,1008,33,291.25,8,0.24
1327,49,57,248,68,209.03,10,0.06
1328,125,27,1227,8,285.27,3,0.2
1329,75,60,381,84,183.28,5,0.38
1330,149,75,35,38,404.56,6,0.38
1331,57,20,843,1,17.1,9,0.45
1332,138,84,1709,37,368.61,7,0.31
1333,192,7,1042,40,274.38,2,0.45
1334,69,50,346,82,41.87,8,0.12
1335,53,10,1908,25,286.58,3,0.42
1336,30,1,721,25,190.42,2,0.48
1337,20,49,1247,51,110.94,5,0.48
1338,161,73,585,20,188.54,10,0.33
1339,140,85,1735,14,26.48,3,0.46
1340,4,49,1496,57,25.91,4,0.35
1341,144,32,1150,64,270.53,2,0.12
1342,69,81,299,4,411.68,5,0.48
